ID,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,COUNTY
3830,Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,925000,3,2,1700.0,"205 E 63rd St #6b, New York, NY 10065, USA",40.7640501,-73.964336,New York County
3831,Brokered by MNS,Condo for sale,1695000,2,2,1035.0,"526 Union Ave Ph 1, Brooklyn, NY 11211, USA",40.7163702,-73.9515728,Kings County
3832,Brokered by B Square Realty,Condo for sale,599000,1,1,958.0,"37-32 89th St #1a, Queens, NY 11372, USA",40.7494499,-73.8778676,Queens County
3833,Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1250000,2,2,1350.0,"860 5th Ave #7f, New York, NY 10065, USA",40.7695956,-73.9688773,New York County
3834,Brokered by Excellent Realty Llc,Multi-family home for sale,2299000,8,5,2700.0,"204-20 46th Ave, Queens, NY 11361, USA",40.7556144,-73.777277,Queens County
3835,Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,2395000,4,4,3600.0,"870 United Nations Plaza Apt 31b, New York, NY 10017, USA",40.7491926,-73.9695417,New York County
3836,Brokered by MQ Realty - M Q Realty,House for sale,3750000,13,8,2184.207862,"37-02 31st Ave, Long Island City, NY 11103, USA",40.7618536,-73.9187072,Queens County
3837,Brokered by Chase Global Realty Corp,Condo for sale,1080000,2,2,1545.0,"14- 50 110th St #301, College Point, NY 11356, USA",40.7841243,-73.8569018,Queens County
3838,Brokered by TDMT - The Development Marketing Team,Pending,450000,2,1,2184.207862,"256 S 4th St Apartment 6, Brooklyn, NY 11211, USA",40.709819,-73.957902,Kings County
3839,Brokered by Royal House Realty Inc,Co-op for sale,588888,3,2,1150.0,"97-37 63rd Rd #9e, Rego Park, NY 11374, USA",40.7318958,-73.8599645,Queens County
3840,Brokered by Affordable Realty Corp,Co-op for sale,279000,2,1,2184.207862,"16010 89th Ave Apt 15l, Jamaica, NY 11432, USA",40.7063799,-73.79996,Queens County
3841,Brokered by Corcoran Park Avenue South,Condo for sale,1199000,2,1,1080.0,"9511 Shore Rd APT 602, Brooklyn, NY 11209, USA",40.6163434,-74.0377889,Kings County
3842,Brokered by Charmed Realty,House for sale,1390000,3,2,1276.0,"3401 Fort Independence St, Bronx, NY 10463, USA",40.8807227,-73.8993457,Bronx County
3843,Brokered by BROOKLYN`S 4 U REALTY,Multi-family home for sale,1150000,6,3,2400.0,"1240 E 48th St, Brooklyn, NY 11234, USA",40.6309272,-73.9303563,Kings County
3844,Brokered by Corcoran West Side,Co-op for sale,6350000,4,4,2184.207862,"230 Central Park W #3a, New York, NY 10024, USA",40.7836703,-73.9709274,New York County
3845,Brokered by Andrew Lichtenstein Inc,Condo for sale,650000,2,2,1013.0,"3625 Oxford Ave #6b, Bronx, NY 10463, USA",40.8870567,-73.908722,Bronx County
3846,Brokered by Coldwell Banker Labarca,House for sale,599999,3,2,1340.0,"524 Thomas S Boyland St, Brooklyn, NY 11212, USA",40.6677486,-73.9134481,Kings County
3847,Brokered by Coldwell Banker Realty,Co-op for sale,395000,2,1,950.0,"5900 Arlington Ave #5h, Bronx, NY 10471, USA",40.909252,-73.905421,Bronx County
3848,Brokered by O Kane Realty,Co-op for sale,299000,1,1,700.0,"33-15 81st St #4d, Flushing, NY 11372, USA",40.7547282,-73.8859706,Queens County
3849,Brokered by Cruz Network Cruse Realty,Condo for sale,549000,2,2,1113.0,"85-09 151st Ave #1h, Howard Beach, NY 11414, USA",40.6687898,-73.8494942,Queens County
3850,Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1350000,2,2,1066.0,"460 Manhattan Ave #2b, Brooklyn, NY 11222, USA",40.7200818,-73.9473654,Kings County
3851,Brokered by Winzone Realty Inc,Condo for sale,499000,1,1,571.0,"52-16 Roosevelt Ave #3a, Flushing, NY 11377, USA",40.7440779,-73.9118986,Queens County
3852,"Brokered by Nest Seekers International, Midtown",Condo for sale,1351242,2,2,1026.0,"3 Ct Square W Ph 403, Long Island City, NY 11101, USA",40.747963,-73.944456,Queens County
3853,Brokered by Corcoran Park Slope,Co-op for sale,249000,2,1,830.0,"2547 W 2nd St #2j, Brooklyn, NY 11223, USA",40.5871568,-73.9709274,Kings County
3854,Brokered by COMPASS,Condo for sale,479000,1,2,1096.0,"44 Euclid Ave #1a, Brooklyn, NY 11208, USA",40.6874842,-73.8754674,Kings County
3855,Brokered by J. Sikar Realty,Condo for sale,1899000,3,2,1757.0,"65 Oceana Dr E #8d, Brooklyn, NY 11235, USA",40.5769367,-73.9570143,Kings County
3856,Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,275000,1,1,694.0,"8515 Main St Apt 12e, Jamaica, NY 11435, USA",40.7102499,-73.81917,Queens County
3857,Brokered by COMPASS,Condo for sale,2150000,2,2,1711.0,"243 W 60th St #5b, New York, NY 10023, USA",40.771979,-73.9889567,New York County
3858,Brokered by Corcoran East Side,Co-op for sale,1999000,3,3,1950.0,"1192 Park Ave #5d, New York, NY 10128, USA",40.7851745,-73.9538945,New York County
3859,Brokered by Keller Williams NYC,Townhouse for sale,3200000,7,4,2976.0,"140 Hoyt St, Brooklyn, NY 11217, USA",40.6861131,-73.9882714,Kings County
3860,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,1999000,2,2,2184.207862,"969 Park Ave #12b, New York, NY 10028, USA",40.7776874,-73.9585526,New York County
3861,"Brokered by Nest Seekers International, Long Island",Condo for sale,1745000,2,2,1574.0,"2728 Thomson Ave UNIT 422, Long Island City, NY 11101, USA",40.7457551,-73.9417456,Queens County
3862,Brokered by Ashford Homes,House for sale,1488000,3,2,2886.0,"141 Beacon Ave, Staten Island, NY 10306, USA",40.5792773,-74.1211285,Richmond County
3863,Brokered by BHHS New York Properties,Condo for sale,1494000,1,2,1444.0,"507 E 80th St #1r, New York, NY 10075, USA",40.7719269,-73.949189,New York County
3864,Brokered by REALHome Services & Solutions,Multi-family home for sale,1108900,6,2,2664.0,"626 Ovington Ave, Brooklyn, NY 11209, USA",40.63089,-74.018305,Kings County
3865,Brokered by JABOUR REALTY COMPANY,Multi-family home for sale,3200000,3,4,3040.0,"405 Sackett St, Brooklyn, NY 11231, USA",40.6817403,-73.9916448,Kings County
3866,Brokered by Momentum Real Estate Llc,House for sale,650000,3,2,1110.0,"64 Baltic Ave, Staten Island, NY 10304, USA",40.6057728,-74.0906176,Richmond County
3867,Brokered by COMPASS,Townhouse for sale,2050000,12,8,8049.0,"732 Prospect Pl, Brooklyn, NY 11216, USA",40.6743116,-73.9522812,Kings County
3868,"Brokered by BEN BAY REALTY, CO.",Multi-family home for sale,1998000,19,8,5890.0,"1902 8th Ave, Brooklyn, NY 11215, USA",40.6585481,-73.9859643,Kings County
3869,Brokered by Coldwell Banker Advantage,House for sale,1250000,5,4,2755.0,"17 Lansing St, Staten Island, NY 10305, USA",40.5923372,-74.0687941,Richmond County
3870,Brokered by COMPASS,Co-op for sale,749000,2,1,1000.0,"402 E 74th St #4b, New York, NY 10021, USA",40.7686208,-73.9544906,New York County
3871,Brokered by Diane Realty Ltd.,Contingent,235000,3,1,301.0,"23 Arielle Ln, Staten Island, NY 10314, USA",40.5781324,-74.1603451,Richmond County
3872,Brokered by Morris Park Realty Group,Multi-family home for sale,1215000,13,7,5250.0,"943 Croes Ave, Bronx, NY 10473, USA",40.82384,-73.8695469,Bronx County
3873,Brokered by Lions Guard Brokerage LLC,Co-op for sale,399000,1,1,2184.207862,"110-50 71st Rd #3a, Flushing, NY 11375, USA",40.721991,-73.8393784,Queens County
3874,Brokered by Hauseit LLC - Hauseit LLC,Co-op for sale,2465000,2,2,1400.0,"311 W 83rd St #5a, New York, NY 10024, USA",40.7873301,-73.9797201,New York County
3875,Brokered by COMPASS,Co-op for sale,1200000,2,2,2184.207862,"64 E 94th St #4a, New York, NY 10128, USA",40.7854218,-73.9544887,New York County
3876,Brokered by Corcoran SoHo,Co-op for sale,439000,3,1,475.0,"54 E 8th St #3l, New York, NY 10003, USA",40.7308814,-73.9937801,New York County
3877,Brokered by Corcoran Bedford Stuyvesant,Condo for sale,975000,2,2,930.0,"68 Eldert St #3b, Brooklyn, NY 11207, USA",40.6869771,-73.9126141,Kings County
3878,Brokered by Real Street Inc.,Townhouse for sale,1499000,6,4,2184.207862,"114 Patchen Ave, Brooklyn, NY 11221, USA",40.6878701,-73.9272448,Kings County
3879,Brokered by Halstead Property - 160 7th Avenue,Townhouse for sale,2550000,8,4,3900.0,"489 7th Ave, Brooklyn, NY 11215, USA",40.6616741,-73.985673,Kings County
3880,"Brokered by Nest Seekers International, Westside",House for sale,3200000,6,5,5000.0,"18 W 127th St, New York, NY 10027, USA",40.8079404,-73.942354,New York County
3881,Brokered by COMPASS,Condo for sale,1999999,4,4,2743.0,"269 W 87th St #8a, New York, NY 10024, USA",40.7895034,-73.9769713,New York County
3882,Brokered by COMPASS,Condo for sale,460000,1,1,518.0,"2654 E 18th St #2d, Brooklyn, NY 11235, USA",40.5869759,-73.9514442,Kings County
3883,Brokered by Corcoran Williamsburg Bedford,Condo for sale,1395000,2,2,1003.0,"218 Classon Ave, Brooklyn, NY 11205, USA",40.6930476,-73.9611241,Kings County
3884,Brokered by Habitat Realty Of New York Inc,Co-op for sale,290000,1,1,2184.207862,"15029 70th Rd # 30b, Flushing, NY 11367, USA",40.7298599,-73.81851,Queens County
3885,Brokered by Excellent Realty Llc,Multi-family home for sale,1990000,6,5,2100.0,"204-16 46th Ave, Bayside, NY 11361, USA",40.7556078,-73.7775019,Queens County
3886,Brokered by Brown Harris Stevens,Townhouse for sale,2980000,6,3,3210.0,"253 Windsor Pl, Brooklyn, NY 11215, USA",40.6577712,-73.9762759,Kings County
3887,Brokered by Corcoran SoHo,House for sale,3498000,2,2,2046.0,"18 Leonard St #6b, New York, NY 10013, USA",40.7184562,-74.008024,New York County
3888,Brokered by Anne Lopa Real Estate,House for sale,2595000,7,6,4950.0,"6659 Amboy Rd, Staten Island, NY 10309, USA",40.5184841,-74.2244185,Richmond County
3889,Brokered by Coldwell Banker Reliable Real Estate,Pending,599889,2,2,2184.207862,"217-10 135th Ave, Jamaica, NY 11413, USA",40.6782347,-73.7528651,Queens County
3890,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,3995000,2,2,1283.0,"25 Columbus Cir #69, New York, NY 10019, USA",40.7680474,-73.9835169,New York County
3891,Brokered by Brown Harris Stevens Forest Hills LLC,Co-op for sale,1139000,3,2,1800.0,"110-11 Queens Blvd #15b, Forest Hills, NY 11375, USA",40.7201292,-73.8398387,Queens County
3892,Brokered by Oxford Property Group,Multi-family home for sale,4500000,3,5,4725.0,"221 Nassau Ave, Brooklyn, NY 11222, USA",40.7258858,-73.9437423,Kings County
3893,Brokered by Dwell Residential,Condo for sale,2695000,2,2,1927.0,"461 Carroll St #1, Brooklyn, NY 11215, USA",40.677514,-73.986803,Kings County
3894,Brokered by COMPASS,Co-op for sale,125000,1,1,728.0,"2191 Bolton St #5d, Bronx, NY 10462, USA",40.8560699,-73.8688751,Bronx County
3895,Brokered by Living NY - Main Office,Condo for sale,625000,1,1,692.0,"300 W 135th St #4l, New York, NY 10030, USA",40.8166535,-73.9473569,New York County
3896,Brokered by Spire Group Inc.- Main Office,House for sale,775000,4,3,2184.207862,"1400 E 98th St, Brooklyn, NY 11236, USA",40.6385513,-73.8938534,Kings County
3897,Brokered by COMPASS,Co-op for sale,635000,1,1,2184.207862,"305 W 86th St #3c, New York, NY 10024, USA",40.78932,-73.9782509,New York County
3898,Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,2375000,9,5,4164.0,"312 83rd St, Brooklyn, NY 11209, USA",40.6253551,-74.0297531,Kings County
3899,Brokered by KELLER WILLIAMS REALTY EMPIRE,Co-op for sale,545000,1,1,1050.0,"9411 Shore Rd #4k, Brooklyn, NY 11209, USA",40.617623,-74.038637,Kings County
3900,Brokered by Diamond Real Inc,Condo for sale,599000,1,1,935.0,"727 Ocean View Ave APT D3, Brooklyn, NY 11235, USA",40.5801457,-73.9605103,Kings County
3901,Brokered by Robert Defalco Realty Inc.,Condo for sale,342990,2,1,900.0,"1000 Clove Rd #8c, Staten Island, NY 10301, USA",40.6202645,-74.1099106,Richmond County
3902,Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,1500000,2,2,1600.0,"33 W 67th St #4r, New York, NY 10023, USA",40.7739157,-73.9799267,New York County
3903,Brokered by Ideal Properties Realty,House for sale,939000,3,2,1700.0,"1819 Burnett St, Brooklyn, NY 11229, USA",40.6089374,-73.9401956,Kings County
3904,Brokered by Corcoran West Side,Condo for sale,3150000,4,3,2263.0,"2628 Broadway #12a, New York, NY 10025, USA",40.7967552,-73.9696417,New York County
3905,Brokered by EXP Realty,Multi-family home for sale,1750000,6,3,2146.0,"767 47th St, Brooklyn, NY 11220, USA",40.6432486,-74.0023432,Kings County
3906,Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,360000,3,1,2184.207862,"317 W 54th St #2e, New York, NY 10019, USA",40.7654118,-73.9852527,New York County
3907,Brokered by Coldwell Banker Reliable,House for sale,720000,3,3,2200.0,"802 Herkimer St, Brooklyn, NY 11233, USA",40.6782274,-73.9267868,Kings County
3908,"Brokered by Robert Defalco Realty, Inc.",House for sale,1199999,5,3,1728.0,"1206 Tabor Ct, Brooklyn, NY 11219, USA",40.628704,-74.00189,Kings County
3909,Brokered by Gotham Properties R E Llc,Co-op for sale,200000,1,1,700.0,"1200 E 53rd St #7b, Brooklyn, NY 11234, USA",40.6297036,-73.9255951,Kings County
3910,Brokered by Corcoran Brooklyn Heights,Co-op for sale,699000,2,2,1400.0,"70 Lenox Rd Apt D2, Brooklyn, NY 11226, USA",40.6535119,-73.9571389,Kings County
3911,"Brokered by Robert Defalco Realty, Inc.",House for sale,1199999,5,3,1728.0,"1206 Tabor Ct, Brooklyn, NY 11219, USA",40.628704,-74.00189,Kings County
3912,Brokered by Ideal Properties Realty,House for sale,939000,3,2,1700.0,"1819 Burnett St, Brooklyn, NY 11229, USA",40.6089374,-73.9401956,Kings County
3913,Brokered by Aliano Real Estate,Multi-family home for sale,3000000,24,16,12720.0,"491-493 E 45th St #16, Brooklyn, NY 11203, USA",40.64958,-73.934815,Kings County
3914,"Brokered by Charles Rutenberg Realty, Inc.",Co-op for sale,559000,3,2,1200.0,"5700 Arlington Ave #2m, Bronx, NY 10471, USA",40.9069228,-73.9062512,Bronx County
3915,Brokered by Katz Realty,Multi-family home for sale,1050000,5,4,2552.0,"153 Wellbrook Ave, Staten Island, NY 10314, USA",40.6013205,-74.130029,Richmond County
3916,Brokered by Brown Harris Stevens,Condo for sale,2649000,3,3,1500.0,"325 5th Ave APT 36A, New York, NY 10016, USA",40.7473345,-73.9848617,New York County
3917,Brokered by Corcoran East Side,Co-op for sale,614000,1,1,2184.207862,"609 Columbus Ave #14k, New York, NY 10024, USA",40.7887084,-73.9700091,New York County
3918,Brokered by Douglas Elliman - 936 Broadway,Condo for sale,925000,2,2,787.0,"1904 Harman St #4a, Ridgewood, NY 11385, USA",40.7078968,-73.9105088,Queens County
3919,Brokered by Winzone Realty Inc,Condo for sale,800000,3,2,2184.207862,"43-20 Union St #7d, Flushing, NY 11355, USA",40.7540544,-73.8212979,Queens County
3920,Brokered by Bond New York- Columbus Circle,Condo for sale,559000,1,1,579.0,"1229 Putnam Ave #2d, Brooklyn, NY 11221, USA",40.6915011,-73.9156479,Kings County
3921,Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,999999,1,2,807.0,"10 Little W St #20d, New York, NY 10004, USA",40.7055917,-74.0172159,New York County
3922,Brokered by Bright Horizons Realty Inc,Co-op for sale,269000,1,1,700.0,"1625 Emmons Ave #1a, Brooklyn, NY 11235, USA",40.5836263,-73.9518978,Kings County
3923,Brokered by King Zone Realty Inc,Condo for sale,838000,2,2,1054.0,"1238 63rd St #436, Brooklyn, NY 11219, USA",40.6275896,-74.0016198,Kings County
3924,Brokered by Trademarko Realty Inc,Multi-family home for sale,2350000,15,10,8460.0,"60-01 Metropolitan Ave, Flushing, NY 11385, USA",40.7130859,-73.905278,Queens County
3925,Brokered by Keller Williams Realty Liberty,Co-op for sale,220000,1,1,792.0,"8510 151st Ave Apt 2b, Howard Beach, NY 11414, USA",40.6680599,-73.8497,Queens County
3926,Brokered by Corcoran Park Avenue South,Condo for sale,729000,1,1,550.0,"200 E 58th St #14c, New York, NY 10022, USA",40.7606485,-73.9668928,New York County
3927,Brokered by Corcoran Chelsea/Flatiron,Condo for sale,2045000,3,2,1039.0,"301 W 53rd St #19a, New York, NY 10019, USA",40.7644959,-73.9851321,New York County
3928,Brokered by Owner Entry.com,Condo for sale,749000,2,2,1258.0,"219 Constitution Pl, College Point, NY 11356, USA",40.7945927,-73.8457338,Queens County
3929,Brokered by Affordable Realty Corp,Co-op for sale,189000,1,1,2184.207862,"89-15 Parsons Blvd #1b, Jamaica, NY 11432, USA",40.7055595,-73.8012395,Queens County
3930,Brokered by Corcoran Park Slope,Pending,399000,1,1,775.0,"7101 Shore Rd #3d, Brooklyn, NY 11209, USA",40.6363145,-74.0363466,Kings County
3931,Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,3695000,2,2,1978.0,"160 W 66th St #57b, New York, NY 10023, USA",40.774282,-73.9841771,New York County
3932,Brokered by Ozana Realty Group,Multi-family home for sale,680000,3,2,2240.0,"233 Tompkins Ave., Staten Island, NY 10304, USA",40.6193794,-74.075943,Richmond County
3933,Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,1195000,14,6,5100.0,"320 61st St, Brooklyn, NY 11220, USA",40.6411025,-74.0207743,Kings County
3934,Brokered by Corcoran Chelsea/Flatiron,Condo for sale,2045000,3,2,1039.0,"301 W 53rd St #19a, New York, NY 10019, USA",40.7644959,-73.9851321,New York County
3935,Brokered by Century Homes Realty Group LLC,Multi-family home for sale,1599999,8,4,2184.207862,"64-17 35th Ave, Flushing, NY 11377, USA",40.7505901,-73.8980016,Queens County
3936,Brokered by eXp Realty BKNY,Co-op for sale,495000,2,1,900.0,"275 Webster Ave #1b, Brooklyn, NY 11230, USA",40.6329634,-73.9709274,Kings County
3937,Brokered by ATLANTIC PROPERTIES REALTY INC,Pending,314000,1,1,875.0,"80 Avenue P Apartment B1, Brooklyn, NY 11204, USA",40.60714,-73.985744,Kings County
3938,Brokered by Coldwell Banker American Homes,Co-op for sale,165000,1,1,2184.207862,"1141 McBride St #4d, Far Rockaway, NY 11691, USA",40.6053247,-73.7581283,Queens County
3939,Brokered by Corcoran Westside Columbus,Condo for sale,950000,2,2,1033.0,"77 E 110th St #7a, New York, NY 10029, USA",40.7958546,-73.9464985,New York County
3940,Brokered by CITIZENS INTERNATIONAL REALTY,House for sale,975000,3,2,2184.207862,"838 Lenox Rd, Brooklyn, NY 11203, USA",40.6553249,-73.9284733,Kings County
3941,Brokered by Magic Of Great Neck Realty Inc,Co-op for sale,449000,1,2,1074.0,"27110 Grand Central Pkwy #6a, Queens Village, NY 11005, USA",40.7564761,-73.7212008,Queens County
3942,Brokered by Weichert Properties,Co-op for sale,325000,1,1,775.0,"145 72nd St Apt D14, Brooklyn, NY 11209, USA",40.6347771,-74.0316533,Kings County
3943,Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,1599000,2,2,1094.0,"135 E 54th St #14b, New York, NY 10022, USA",40.7592821,-73.9707592,New York County
3944,Brokered by qvtopservice,House for sale,649000,3,2,2000.0,"114-30 202nd St, Jamaica, NY 11412, USA",40.6995553,-73.7527095,Queens County
3945,Brokered by Corcoran Westside Columbus,Condo for sale,1850000,1,1,703.0,"25 5th Ave #5g, New York, NY 10003, USA",40.7328142,-73.995445,New York County
3946,Brokered by William Raveis New York City,Condo for sale,1395000,1,2,1220.0,"20 Pine St APT 2504, New York, NY 10005, USA",40.707729,-74.0097327,New York County
3947,Brokered by City Connections Realty,Condop for sale,1080000,1,1,2184.207862,"310 E 46th St #23a, New York, NY 10017, USA",40.751918,-73.9698335,New York County
